,C3L-02610,C3N-01998,C3L-01637,C3L-02606,C3N-00436,C3L-00819,C3N-00518,C3L-00102,C3N-00517,C3L-00640,C3N-01011,C3L-03123,C3N-02768,C3L-02809,C3N-02589,C3N-03780,C3N-03440,C3N-02010,C3L-04072,C3N-03069,C3L-02899
ABHD18,10.05511582,9.790181557,10.05757107,10.15940926,9.731719765,9.787723027,9.671751271,9.745095373,9.785068393,9.817980908,9.970967892,10.86793507,9.982334863,9.855555159,10.13874357,10.4649618,10.22436007,10.22778149,10.30097681,10.80736766,9.868855659
ABHD2,13.98036064,13.21325707,14.21857058,13.99008585,14.21010439,13.88523021,13.94882695,14.62767781,14.27026414,13.70577982,14.22381994,14.87280026,13.91110057,13.01780775,13.9078852,14.6342361,14.57493341,14.20539205,14.20069885,14.44415753,13.99830168
ABHD3,9.158694825,9.174586683,8.810546313,8.925343015,9.319577415,8.97441459,9.379762556,9.546798266,9.56561043,9.21938575,9.152242973,8.751058354,9.688215006,8.767113463,9.31884359,9.64073819,9.517164096,9.237650543,9.349417386,8.691365401,9.600072142
ABHD4,9.848223091,9.451897597,9.839872717,9.765702115,9.790941388,9.554588852,9.191120792,9.737068557,10.01421598,9.003244578,9.724149831,9.1780756,9.636249271,9.302758724,9.254796231,9.306633472,9.277664559,9.367700726,9.708659718,9.58775088,9.311985846
ABHD5,10.02439402,9.9352839,9.664137259,10.16810455,9.686978865,10.33650656,9.76898058,10.57529883,9.80027857,9.95784755,9.829245253,10.18442052,10.21971839,10.68610709,10.61196022,10.27693524,10.01597263,10.15765116,10.92111413,9.916383268,10.50536441
ABHD6,8.01489107,8.199814227,7.69603182,7.607570212,8.596864069,8.214319121,8.730893743,8.101534734,7.693849025,8.237928924,7.768005804,7.074515729,7.914256038,8.493780421,7.908617007,8.001616181,7.681433004,7.578675552,7.749432503,6.98343399,8.227168996
ABHD8,8.340295185,8.285212388,8.258840231,8.445220529,8.566182421,8.22881869,8.295022148,7.844112662,8.367393324,7.866613454,7.919565431,7.8266071,7.652157476,7.532787106,7.513827207,7.488158456,7.50875352,7.808206556,7.683678922,7.526967799,7.045202973
ABI1,11.08490842,11.22710655,11.0793848,11.20618727,11.19094902,11.26561505,11.0527086,11.27996978,11.26163459,11.17927194,10.86259101,11.1963733,11.52477071,11.2729565,11.514342,11.48340492,11.31863005,11.38393148,11.63923952,11.09660301,11.53661561
ABI2,11.41308331,11.37180617,11.42515542,11.35601212,11.05084399,11.592158,11.64818025,11.37727761,11.20364981,11.4761775,11.27705641,11.51761203,11.62958324,11.7852031,11.5240685,11.30702015,11.56180579,11.48977367,11.29082655,11.33422526,11.93360353
ABI3,7.9688147,9.146978451,8.736895946,8.468920257,9.102563547,8.872951851,9.024834145,8.900601336,8.518105189,9.099530471,8.266339311,6.701531626,8.949611996,8.093439098,8.466142081,7.913615175,7.478083408,8.523140911,8.934028193,6.92155884,8.767147428
ABI3BP,11.2052262,11.42956042,10.78729141,10.54064328,11.01751598,10.33091688,10.98774408,10.50779447,10.2219088,11.99733465,11.34080222,10.35807349,11.21498459,12.31546025,10.63008409,9.848362639,10.18881487,10.81046927,10.47251197,9.706193335,12.6408475
ABL1,11.91976465,11.74681999,11.57691444,11.81359341,11.48527866,11.47218312,11.45085788,11.629341,11.19517152,11.62298843,11.60086687,11.48722232,11.35872073,11.69328038,11.20162698,10.89780839,11.20708011,11.17392234,11.43285454,11.57001562,11.87021165
ABL2,12.87155331,12.40998598,12.74502784,12.84380521,11.96205212,12.65262093,12.33426544,12.73676567,11.81281471,12.10398893,12.24926117,12.60164303,13.14203963,12.8469434,12.80472209,11.90042372,12.18767069,12.2160069,12.47938281,12.39398159,13.91040529
ABLIM1,13.31464812,12.76799748,13.16428219,12.98090407,12.92526859,13.16412127,13.36409905,13.3607201,12.85744905,13.02518438,13.52891786,13.55001707,12.89244347,13.66081586,12.94178562,13.15533991,13.3407719,12.91510547,12.87593494,13.15402635,12.60536583
ABLIM2,8.206451302,8.343887656,8.829137166,7.92918837,8.299939118,9.211888295,9.294069017,8.912891095,8.962756607,8.957963176,8.271750709,8.033299801,7.686799203,7.506297934,8.134119856,8.411685545,7.774223495,7.458670515,7.742991249,8.929774084,7.686561393
ABLIM3,9.291206499,9.729065546,8.428242936,8.774487768,9.458937943,8.97441459,9.84313824,9.13902035,8.8681322,8.770248604,9.210535314,7.685805185,8.84799081,10.63503116,8.377164016,9.526910543,9.173073757,8.724289553,8.262537461,7.65156919,9.29958863
ABO,6.243214635,3.58288398,6.10795466,6.501642827,5.064641729,4.321928095,5.989996748,5.68978583,6.59474243,5.802000371,5.546281514,5.613268364,4.155088933,3.385051762,5.850401344,5.703936524,6.863478194,5.603591273,2.788833053,6.187115085,3.206066127
ABR,11.3166753,11.76260086,11.98126967,11.75889387,11.92992867,11.90989308,12.07620647,11.90088467,11.49249233,11.80200766,11.43858025,10.68459659,11.71306509,11.52669548,11.38825765,11.0619298,11.60082954,11.62781557,11.61720292,10.33197494,12.01114781
ABRA,3.880060079,5.166927538,4.087447627,2.368039807,3.66488317,3.321928095,4.499247181,4.099972543,3.535766462,3.426372252,5.015419968,4.347484527,2.797366707,5.268164523,4.453661553,2.752089388,3.860928428,3.907890474,4.142413408,4.328118897,5.01068037
ABRACL,7.821514479,8.855949348,8.413622303,8.311594849,8.956875183,9.082149041,8.926175862,8.891315034,8.828447238,8.984772747,8.194122038,7.259247213,9.407279743,8.350474586,9.305356798,8.517228046,8.013199326,8.87948804,9.321794149,7.327886455,9.282053646
ABRAXAS1,8.834926124,9.250724144,9.001775003,8.797902519,8.378401166,9.074034394,9.171346645,8.833922208,9.084922594,9.128739914,8.765210868,9.434500522,9.6037467,9.943191698,9.845691447,9.611179767,9.381057872,9.30495986,9.460612245,9.161609411,9.784740225
ABRAXAS2,9.176346413,9.420799513,9.326231636,9.270635083,9.407269594,9.517669388,9.568509805,9.423214498,9.12802285,9.712037242,9.380403396,9.669999914,9.821357607,10.09207657,9.863737705,9.768116792,9.292783282,9.690161133,9.755389123,9.366953241,9.935365963
ABT1,9.261640923,9.752565508,9.219613978,9.305319366,9.674497627,9.573647187,9.51084404,9.368434664,9.271872221,9.683006505,9.474138893,9.113420169,9.346007719,9.503651395,9.409873541,9.306633472,8.903111907,9.280409731,9.456829281,9.050779878,9.113966563
ABTB1,8.99377958,9.092757147,8.959873554,8.822854945,9.026566454,8.758223215,9.020032332,9.136401145,9.307212607,8.877243882,9.367614034,8.206748828,7.878758874,8.755731914,8.159353922,7.233698671,8.221247298,7.896638219,8.720162686,8.141044244,8.398454277
ABTB2,8.725876771,7.955386813,8.669288167,8.482590052,8.166778886,8.271463028,8.140880499,8.565292952,8.917581477,7.989007222,8.57793659,8.309753957,7.937443027,7.18934774,7.73145029,7.6755698,8.594142013,7.578675552,7.793728465,7.863318934,8.17429569
ACAA1,11.52505334,10.51058749,10.95023335,10.89872623,10.93454957,10.57459353,10.26195508,10.69797723,11.2065656,10.61610336,10.92911208,10.85126032,9.775666856,9.480572282,9.928184869,9.557692542,10.50616046,10.11028709,10.09033259,11.2608543,9.729902413
ACAA2,11.79576988,11.18148393,11.50650384,11.35358264,11.44495408,11.32642949,10.9331455,11.26077069,11.52828488,11.20364985,11.37280212,11.46577471,11.17381482,11.13844449,11.48844468,11.34254247,11.09642887,11.7046623,11.0261185,11.55618792,10.92975786
ACACA,11.58033446,11.48222338,11.50949974,11.50538949,11.67941753,11.9065637,12.16748978,11.76886901,11.64572087,11.79511277,11.70395938,11.45941167,11.56768606,11.5785372,11.40938454,11.51252894,11.85654781,11.41451974,11.7653933,11.72630295,11.66826613
ACACB,12.98238485,11.4688369,11.89611702,11.81856619,11.63305681,11.81394549,11.73947786,11.53103815,11.49910739,10.8787426,12.52133521,13.2522629,11.36458461,12.83910341,11.56104309,11.83962799,12.8272523,11.66142269,11.1445113,12.85315033,11.3464567
ACAD10,10.54904488,9.693081468,10.31340406,10.22564251,10.19384223,9.897845456,9.59201912,10.10497343,10.22622061,9.666619764,10.19209165,10.32222591,10.07125687,9.268228825,9.804281412,9.825494172,10.48954878,9.947659976,9.999676929,10.62875364,9.583768692
ACAD11,10.98583164,10.62123544,10.71241475,10.80044037,10.52245351,10.67077131,10.57496459,10.41291429,10.6903654,10.45149162,10.42514074,10.81812374,11.01832509,10.99233001,10.92865611,11.20940514,11.35913884,10.88896035,10.1977816,11.33991965,11.2379353
ACAD8,9.975526548,9.235433626,9.599843563,9.66597928,9.621324691,9.383704292,9.289647009,9.446675903,9.949033719,9.221637773,9.595659091,9.901287098,9.382241744,9.057648191,9.679203356,9.943704048,9.800512076,9.662200573,9.662048238,10.18610579,9.076734186
ACAD9,10.40482157,10.26660389,10.3765502,10.53477811,10.54185174,10.3285964,10.2470222,10.27676623,10.35074711,10.16609691,10.35321462,10.57750651,10.20044182,10.29116299,10.15037329,10.15550657,10.32379583,10.33176615,10.52791786,11.13176147,10.01956797
ACADL,9.561576978,7.353286179,9.29154215,9.349476042,8.737433001,8.569855608,6.608144538,8.853562186,9.398659247,6.594583616,9.293868457,10.790529,8.576706516,8.390075884,10.03276144,9.835699993,10.38101487,10.0141842,9.915712664,10.56978678,7.359081361
ACADM,10.60603065,10.28269323,10.51497828,10.22846118,10.41446184,10.4325419,10.06970275,10.43378134,10.50754069,10.39258175,10.48305293,11.27016422,10.59335267,10.78034534,10.81254,10.73541162,10.77113929,9.967226259,10.57988851,11.07504302,10.59311915
ACADS,10.39876405,9.206547346,9.65150088,9.77147588,9.597307236,9.405141463,8.843989128,9.570297193,9.875222415,9.069836581,9.763952631,10.06436257,8.469604505,9.289573799,9.392972135,9.504990105,9.521521696,9.393956561,9.267127847,10.35667777,8.332332899
ACADSB,11.08070832,10.56930373,10.95781289,10.68653997,10.63499492,10.66688083,10.55994033,10.54487514,10.86701923,10.59700618,10.96268302,11.82820881,10.79078115,11.17739543,11.18784952,11.57259745,11.46626203,11.17795324,11.10387314,11.96520295,10.84855358
ACADVL,13.75810156,12.88065248,13.38027849,13.42456128,13.41054993,13.08359899,12.54066983,13.15921529,13.16702828,12.41733205,13.24197509,14.05884027,12.58697771,12.44154885,12.8199481,13.30476072,13.80750626,13.41719855,13.01219145,14.66183551,12.36811794
ACAN,4.675893655,7.317682924,7.481999405,6.428969001,6.286845319,6.426264755,6.783519551,6.841052157,7.64846805,6.279264494,6.6995616,5.291113057,7.31373574,10.33482857,7.209827627,5.416385149,6.696351633,4.360096656,6.849328355,5.381752786,8.389189842
ACAP1,7.999687687,10.58818213,8.66516443,8.014034473,9.379465117,8.252665432,9.373510083,8.493520702,8.760747534,10.25311619,8.492100784,6.599567656,9.29771865,8.628507985,8.2036906,7.633485788,6.619050442,7.792940542,8.528322154,6.83514635,9.102611302
ACAP2,11.58384754,12.07778516,11.62949741,11.73524894,11.57047205,11.81287922,11.97163124,11.73984489,11.71847057,12.29770241,11.38644943,12.0130055,12.34025783,12.6156802,12.25394328,12.15605671,12.08225557,12.14185381,12.00274294,11.69771727,12.63648069
ACAP3,9.931432932,10.02347236,10.01019971,9.992235572,10.0259933,10.23122118,10.63166887,9.906744079,9.840362829,10.05777562,9.948287707,8.951589022,9.332998019,9.528626825,9.145498229,9.202711795,9.252146874,9.023298959,8.962841631,9.209151096,9.430487914
ACAT1,11.23791538,10.54751042,11.26120996,10.84415833,10.9220507,11.00772811,10.72177686,10.8241893,11.38176415,10.60332615,10.97473108,11.96775437,10.56405102,10.85800837,11.42451012,12.23537492,11.56453652,11.24120782,10.9175954,12.31631141,10.25644797
ACAT2,8.628399076,9.775491962,8.846218758,9.313759307,9.3484708,10.04321872,9.349775159,9.718935784,9.118864542,9.376787131,9.649573848,8.202972684,9.242958808,9.006974773,9.332404794,8.57296338,8.334194466,8.580584048,10.29123622,7.993757235,9.402286251
ACBD3,11.08823435,11.06078241,10.96262709,11.18828648,10.99302696,11.25289601,11.13805032,11.20209934,11.12874847,11.42312342,10.88135573,11.68134325,11.58624182,11.7985305,11.53526805,11.85854322,11.47014586,11.54726613,11.47341622,11.66273206,11.77077165
ACBD3-AS1,4.160702968,4.872461961,4.401597126,3.321692352,4.681018399,4.838447593,4.391081831,4.669599558,4.529730134,4.760393383,4.670309509,4.914190686,5.019022036,4.714351276,4.004696193,5.160903487,4.24116037,4.373286911,4.515362135,4.77184153,4.952095497
ACBD4,9.305936472,8.901816595,9.234086602,8.95277164,8.988411553,8.579768477,8.89488466,8.732206697,9.063299367,8.576001453,9.168886638,9.574383013,8.785996354,8.617545212,8.84151152,9.173834586,9.337793748,8.900845259,8.894339529,9.544620434,8.34177224
ACBD5,10.83590175,10.68523943,10.7532665,10.82301169,10.6883375,10.73721354,10.5457817,10.9154128,11.02652525,10.66948548,10.81986505,10.89641581,10.91310533,10.89747573,10.91713277,11.16036502,10.89626159,11.14260884,11.07280653,11.04530538,10.85845968
ACBD6,9.903478462,10.11695889,9.988482544,10.01682688,9.980866656,10.03066714,10.13013022,9.938717309,9.909248357,9.991418576,9.806529463,9.821949716,9.769249157,10.01003202,9.944218531,10.02899363,9.868581193,9.990021586,9.769586917,9.96409552,9.791616688
ACBD7,9.101190247,8.840048054,9.235517666,9.050918254,8.876890173,8.856394402,8.857489384,8.952662808,9.108230759,8.770834861,9.049730489,9.191695189,8.967024185,8.797780808,8.907471944,9.647939189,9.334815592,9.106868552,9.122231662,9.160573543,8.846745076
ACBD7-DCLRE1CP1,0,0,0,0,2.800928377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACCS,9.723948186,9.146978451,9.095456729,9.294734098,8.596864069,8.924812504,8.906066259,9.516877619,9.137307693,8.627563354,8.934808555,9.484794318,9.083909157,8.56918717,8.169325092,8.318969538,8.72063774,8.890497684,8.271494844,9.724501001,9.388927218
ACCSL,1.661897016,1.584043557,0,0,0,1,1.576443107,1.589813287,2.290064536,1.9808874,2.044235497,1.112773552,0.996442126,2.038004235,0,1.064653506,1.116058605,1.626814412,0.993402377,0,1.011401256
ACD,8.186326075,8.160173006,7.88989714,8.285460133,8.525772839,7.960001932,8.600977134,8.179775973,8.198806194,8.135820623,8.309084455,7.672370856,7.830023288,7.81099353,7.835338759,7.685913074,7.582966297,7.792940542,7.941609706,7.311494088,7.42353351
ACE,10.03238729,8.756471384,10.0217624,9.837213814,9.703457891,9.057991723,9.905024108,9.568353458,9.999145433,9.147752069,9.481291393,9.240227602,9.252365927,8.893769423,8.904343108,8.971052311,9.123696157,8.883167024,9.425242842,9.297149931,9.63807803
ACE2,9.413039558,8.716042794,8.423385485,9.055924965,7.475911299,8.632995197,9.072504005,9.917480507,6.81210811,9.713632896,9.591250705,6.931264702,7.817576785,7.744327278,7.77782578,7.823849192,7.280677459,8.653063844,7.20010842,8.386012945,8.113832881
ACER1,1.048540275,0,0,0,0,0,0,1.003060505,0,1.569816124,1.022117749,0,0.996442126,1.019002117,0,0,0,0,1.574505516,1.107816764,2.348400991
ACER2,8.290693238,7.834658707,7.88989714,7.902066019,8.768648081,7.451211112,8.632826686,9.038806165,8.730277481,8.21079694,8.244492923,9.022951565,7.720625755,8.586381627,8.472838554,9.233128043,8.431363899,7.706042582,8.216891033,8.451929163,7.686561393
ACER3,10.73769462,10.87573761,10.9520553,10.94810857,10.77008187,11.05222839,10.95658688,10.94607812,10.76271225,10.88880471,10.60933427,11.07078358,11.30590686,11.35476709,11.07687944,11.31610657,11.24251057,11.3786545,11.19310383,10.86371728,11.57883242
ACHE,6.218616958,7.388031441,6.566755156,7.312314215,6.156626307,6.686500527,6.456958482,8.112214564,8.017725777,6.98786004,6.730607046,5.839754942,5.786693084,4.609519211,6.530697783,7.133646636,7.114917618,5.762969716,7.352051224,4.431267057,6.068407535
ACIN1,12.31360841,12.07813363,12.21628071,12.12082704,12.26052491,11.97748744,12.06856363,12.23423815,12.16446025,12.06555143,12.00975009,12.06682855,11.97674344,11.75504449,11.76173344,11.56098856,12.25845982,11.84266772,11.77851048,12.27602447,11.94905667
ACKR1,10.20900956,11.31480043,8.963250955,9.589748634,10.30555229,10.23361968,11.21782622,9.934192729,8.745594067,11.52317589,10.63527977,8.336735985,10.22909128,11.89872326,9.904539976,8.291417762,7.172088081,8.756657843,9.368233981,8.352006518,9.917541667
ACKR2,4.869270245,5.29741668,6.199365425,5.658309899,5.157297204,6.234961095,6.241648557,6.149281569,5.601818842,6.944225864,6.4474931,5.01967912,5.546402432,7.239120405,5.413199668,5.285364407,5.831799134,5.243847344,5.815868671,4.791895015,6.788988671
ACKR3,9.937811257,10.08426229,9.606400587,9.706683006,10.19531049,9.493855449,9.456688921,9.943227787,10.15334882,10.21208147,9.898953455,10.95580094,9.263838949,11.09487685,9.901556893,10.17640612,9.957297355,9.013236926,9.545780999,10.59109698,8.996229856
ACKR4,8.074221178,8.919637998,7.832914777,7.664955875,8.083161334,7.599912842,8.001154381,7.844112662,7.923181238,8.430411792,7.3285076,7.699128024,8.069220304,9.404185786,7.872443685,7.851861585,8.699024902,7.697883937,7.941609706,7.909314677,8.616770805
ACLY,12.98877049,12.72605638,12.8179873,12.8141497,12.78688796,13.17866485,13.40569074,12.76495324,12.557027,13.1704147,12.68277406,12.71484522,12.50824754,12.3815883,12.73483586,12.62215632,12.77446194,12.5120213,12.54829306,13.04156744,12.57455242
ACMSD,3.145620824,3.805147461,3.663336617,4.479545479,4.747383101,5.781359714,4.560317689,3.711764934,4.031371047,5.120519647,5.015419968,2.876477905,3.793808832,3.230160288,2.318923748,2.752089388,3.348175816,4.824557724,3.149011031,1.107816764,3.498873484
ACO1,11.77008209,11.04003735,11.46691241,11.48814579,11.49442983,11.53186878,11.17442872,11.59427505,11.6798391,11.07982951,11.51717893,12.680649,10.99210842,11.98716118,11.69264177,12.25286847,11.85483234,11.39445632,11.76382863,12.43280033,11.05386568
ACO2,11.79712358,11.03273117,11.44055183,11.31861171,11.22343299,11.18065512,11.05198252,11.18350788,11.20400176,10.97096884,11.32299722,11.70471488,10.9142949,11.05061025,10.78295362,10.96318507,11.34845628,11.13630762,11.02944608,12.28963486,10.78107323
ACOD1,0,0,0,0,1.022293307,0,1.989249722,0,0.986277112,4.207333044,0,0,0,0,0,0,0,0,2.306608889,0,0
ACOT1,6.882695175,7.177634355,6.987949097,6.955101565,7.066265948,7.036723106,7.066045574,7.311312493,6.381581951,7.325666179,6.894839099,5.745356832,6.775155169,8.617754394,6.291240414,5.464853714,5.6755371,6.68904502,7.618429418,6.704775127,6.632420659
ACOT11,9.218946546,8.477285041,8.95435175,8.820473978,8.555692763,8.947052437,9.168241207,9.436889702,9.256806012,8.810266432,8.819250068,8.86398564,8.375576235,7.455444729,8.398721882,8.471371144,8.597312708,8.852726041,8.238937153,9.332432639,7.901570516
ACOT12,0,2.805727249,1.021861907,1.019859233,0,2,0,1.003060505,0,0.9904437,0,0,0.996442126,1.615080144,0.998706098,1.064653506,1.116058605,1.026405616,0,1.755848029,1.603033064
ACOT13,10.02489484,9.751999309,10.01500098,9.919494989,9.924103425,9.894560116,9.912876728,9.839000695,9.777873966,9.798322373,9.947871779,10.49335314,10.16778936,9.870493181,10.26220052,10.19070092,10.14984772,10.18024142,9.989480159,10.70686995,10.0316643
