Protein.Group	Genes	CGGA_P137	CGGA_P173	CGGA_P271	CGGA_P647	CGGA_P660	CGGA_P736	CGGA_P778	CGGA_P802	CGGA_P83	CGGA_P153	CGGA_P295	CGGA_P679	CGGA_P698	CGGA_P714	CGGA_P737	CGGA_P151	CGGA_P179	CGGA_P541	CGGA_P658	CGGA_P687	CGGA_P699	CGGA_P704	CGGA_P711	CGGA_P721	CGGA_P84	CGGA_P882	CGGA_2103	CGGA_P1088	CGGA_P109	CGGA_P401	CGGA_P411	CGGA_P568	CGGA_P633	CGGA_P653	CGGA_P87
Q53EP0	FNDC3B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.10033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.1329	NA	13.1401	11.0182	13.6151	NA	NA	NA	NA
Q53F19	NCBP3	NA	NA	9.50523	NA	12.1107	NA	NA	NA	NA	NA	NA	NA	9.40954	NA	NA	NA	NA	NA	6.00182	NA	NA	NA	NA	NA	8.10378	NA	9.86116	NA	10.4302	10.4242	12.6986	9.90664	8.13442	8.18244	9.45823
Q53FA7	TP53I3	103.637	124.637	164.326	156.84	80.5692	78.7662	246.26	148.941	46.3088	197.438	221.551	135.716	190.863	208.36	210.726	85.8863	35.4138	95.9714	125.194	211.275	70.9162	86.7627	101.337	75.413	70.0805	125.739	66.5291	110.393	358.964	384.384	111.739	48.2823	166.755	180.476	116.313
Q53FP2	TMEM35A	198.401	100.373	135.602	67.5774	100.819	122.069	79.8571	57.0624	122.964	75.1707	44.0948	232.883	135.606	113.292	97.9385	147.328	159.322	111.274	147.454	105.906	145.384	116.574	200.138	127.176	119.338	125.448	NA	242.088	64.5748	82.5819	53.5344	129.545	157.844	92.0404	96.8253
Q53FT3	HIKESHI	78.951	70.1286	67.1473	63.1231	57.7279	64.1473	57.8067	58.5091	48.1318	58.7447	41.1706	33.1392	50.653	53.2092	49.9527	37.2071	38.4853	37.3659	52.939	71.277	42.8496	52.517	35.9131	43.3645	46.6665	46.4899	67.7947	51.284	53.0492	47.0518	55.1761	60.5358	37.0378	39.4337	38.9625
Q53FZ2	ACSM3	27.6575	35.5797	44.8513	47.7332	39.5635	54.515	50.6028	60.0335	41.1858	62.0356	43.3043	43.5175	31.9248	58.351	41.4392	51.2624	40.6268	50.9321	57.0413	53.4388	51.8885	29.0566	48.8296	34.8679	35.0924	24.8809	21.3786	30.2595	31.5017	29.4714	30.1788	25.417	43.005	46.4942	42.4457
Q53G44	IFI44L	20.1229	18.4689	NA	NA	46.8406	18.9196	8.22788	NA	25.3288	NA	NA	NA	51.6956	65.5187	47.8608	NA	NA	8.65012	NA	24.517	NA	NA	17.2075	NA	NA	49.583	NA	NA	27.5221	NA	25.3026	NA	NA	NA	NA
Q53GG5	PDLIM3	41.5708	38.7032	65.1777	55.2579	19.5323	40.1461	76.7868	50.9457	41.3276	42.5664	36.7769	44.7964	60.1258	35.6896	73.1609	33.3749	38.0043	19.7285	51.5584	35.7889	55.952	28.2772	44.9745	37.8532	22.7441	29.185	48.8578	53.8307	39.7225	NA	52.4113	20.5038	78.0415	68.1263	44.5896
Q53GL7	PARP10	3.32484	NA	NA	NA	10.9543	NA	11.6842	7.35468	NA	10.5789	NA	NA	13.5754	NA	11.3923	3.63511	NA	NA	NA	NA	NA	NA	NA	NA	6.67424	NA	15.3885	NA	16.2768	NA	NA	NA	NA	NA	NA
Q53GQ0	HSD17B12	413.662	509.24	590.824	421.701	472.651	322.816	460.041	455.413	389.391	434.993	373.633	490.342	335.535	427.183	444.023	216.111	220.327	256.333	370.007	358.596	293.28	268.868	267.276	297.948	526.258	442.669	746.836	603.737	323.398	362.433	258.347	242.027	328.2	502.919	295.564
Q53GS9	USP39	46.7287	61.8032	34.2293	34.7954	61.1088	51.1358	57.536	53.2831	62.2484	26.3216	NA	64.6621	50.4413	44.9631	35.8796	23.9337	25.8903	34.6114	36.3739	36.866	30.7348	27.9161	33.1527	33.9223	48.9699	33.8614	119.805	117.042	53.5977	57.8017	96.6149	82.9465	64.0841	92.8949	83.4946
Q53GT1	KLHL22	30.6606	26.5599	29.9026	38.5332	37.5866	36.234	31.3816	38.2526	34.9883	18.8201	NA	32.2852	35.1159	30.7223	51.8485	30.4739	30.9272	34.0562	31.4744	30.5019	41.0216	43.2042	33.7689	40.755	33.5842	29.7835	32.5101	28.4592	36.2671	35.5377	34.0305	31.1357	28.2903	44.347	NA
Q53H12	AGK	307.98	302.537	268.188	209.159	228.695	165.149	137.234	199.52	374.898	114.278	136.838	197.154	131.254	124.246	166.784	161.992	121.239	114.472	140.894	118.278	136.03	141.098	143.017	194.669	162.058	152.904	99.7499	263.12	112.476	171.653	104.647	337.507	219.132	256.121	162.182
Q53H47	SETMAR	26.3679	15.4108	13.3594	NA	9.67795	28.3471	13.4065	21.0687	NA	11.5826	NA	NA	NA	14.8873	NA	NA	15.4727	NA	NA	NA	NA	NA	NA	NA	12.1107	9.61858	37.6261	36.2986	11.381	22.6851	26.9604	24.4922	NA	11.308	28.7981
Q53H82	LACTB2	42.3046	45.6033	79.7103	67.2272	27.0057	57.9907	45.8691	38.6369	59.7765	73.8161	82.9974	79.9465	26.9658	54.5236	57.532	34.8562	42.5677	42.5945	68.1039	70.9394	41.8576	54.6573	56.0672	50.1839	44.9434	29.5741	33.7277	23.3199	17.3621	27.401	68.8136	26.1241	28.7863	92.0388	64.0229
Q53H96	PYCR3	88.9399	72.4924	77.8595	81.0867	133.942	120.766	105.664	116.439	53.047	60.8738	77.9373	47.5501	70.5866	78.507	93.2763	80.6703	68.4139	67.54	77.9856	112.376	70.2819	97.1964	50.4114	73.1186	82.7604	75.4746	26.5612	60.8312	91.1945	81.5404	61.6049	26.5544	100.819	53.3278	27.6278
Q53HC0	CCDC92	20.1642	18.1487	31.8881	35.5656	NA	25.8942	32.2144	NA	NA	30.5391	43.8135	NA	39.3592	43.3029	37.9739	56.4693	58.7543	65.0498	35.2522	34.4763	46.3816	59.3148	47.6592	37.6758	46.2937	61.7732	NA	44.1416	24.9171	37.3851	36.7766	29.914	31.817	23.6179	33.7921
Q53HC9	EIPR1	62.0527	64.925	77.4251	75.9633	64.7978	68.2856	55.6173	63.2231	63.497	79.7306	69.6204	64.8926	88.2035	51.1799	81.6405	86.8439	90.7271	93.1755	76.869	68.5784	85.5455	93.9921	79.3026	70.409	76.172	80.6547	56.2148	71.7469	63.3876	75.9706	56.4334	60.0699	75.4929	62.0046	69.7397
Q53HV7	SMUG1	35.3235	25.7958	19.7345	24.9606	45.1879	26.6704	31.3976	22.1668	32.8756	20.3814	NA	NA	17.9729	26.5819	NA	14.0892	NA	NA	34.3462	31.4171	28.181	34.1633	NA	NA	48.0935	21.0576	NA	NA	20.5575	51.1409	42.557	13.2457	36.0607	31.4587	NA
Q53LP3	SOWAHC	12.4092	15.0843	10.4037	10.189	15.24	NA	4.28515	NA	9.22888	20.6218	NA	NA	NA	30.5964	NA	NA	NA	NA	NA	7.43175	10.9192	7.08063	NA	13.2799	NA	NA	NA	17.6275	21.9899	NA	NA	16.0422	NA	12.9637	NA
Q53RD9	FBLN7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.5721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.207	NA	NA	NA	NA	NA	NA
Q53RT3	ASPRV1	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.9995	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53S08;Q9H0N0	RAB6C;RAB6D	79.3113	73.7782	97.9302	89.3383	82.4922	72.7077	57.8595	91.6619	80.3766	90.9676	97.8124	98.0742	62.4091	60.3065	97.7562	71.7957	47.8799	31.6558	60.3159	NA	65.3957	52.0673	72.0291	66.3969	82.1247	58.904	80.9533	81.685	57.8911	NA	46.6566	66.5672	52.7572	59.9858	77.2972
Q53S33	BOLA3	NA	NA	NA	9.9868	10.2809	NA	NA	NA	NA	NA	NA	NA	14.4091	NA	6.69162	12.0132	11.11	NA	NA	NA	7.23853	10.4942	NA	NA	6.36999	14.3618	NA	NA	NA	NA	5.72152	NA	NA	5.7721	NA
Q53SF7	COBLL1	26.8998	NA	NA	28.0017	28.8343	18.931	NA	NA	NA	NA	NA	24.014	23.2689	37.6916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	31.6561	8.72206	NA	NA	NA	NA	NA	15.126	NA	NA	NA
Q53T59	HS1BP3	79.6716	73.1465	59.6071	70.1818	87.9431	76.8711	95.4791	76.8608	71.7842	102.559	86.5062	74.0842	83.4536	75.2109	82.1535	43.4423	42.23	52.7043	87.7248	96.9178	58.6068	77.2788	66.9893	47.4197	69.915	71.2455	82.0836	89.7909	102.531	100.901	58.4861	51.8739	79.4785	92.3424	56.2864
Q53TN4	CYBRD1	143.484	152.433	29.4045	89.2655	168.026	57.3071	81.8686	69.2515	213.722	91.3656	132.94	79.9244	75.1602	183.12	66.9661	26.3956	89.1469	52.11	61.7225	90.4286	111.727	50.3658	107.539	55.3949	73.0506	52.5103	79.4196	82.1446	103.927	68.9936	58.6434	50.4723	39.5008	85.2552	77.6946
Q562E7	WDR81	134.64	131.496	93.2039	101.538	100.266	112.594	93.6974	110.397	122.139	78.8403	72.9682	80.2763	97.279	90.0194	111.449	53.8605	73.6227	87.9782	101.443	98.8555	99.592	75.8142	76.1391	98.4368	97.6445	70.9103	88.8746	111.194	101.364	98.0953	76.4415	109.508	98.6408	110.336	70.7479
Q562R1	ACTBL2	1139.37	1495.27	1179.57	1202.19	1349.35	1264.86	1063.81	1196.03	1201.04	708.742	1340.3	1437.06	1067.35	1216.71	1037.76	927.613	923.776	883.591	925.023	1070.48	997.546	736.587	861.796	1220.86	855.815	842.611	897.683	993.576	1076.05	967.21	901.79	647.844	1396.93	936.383	699.379
Q567U6	CCDC93	66.9412	70.6309	61.2753	66.4413	65.9225	61.8923	57.4986	67.6351	64.5089	65.3899	52.1229	44.2534	52.4343	53.3152	58.5233	41.6891	45.735	44.333	54.5482	53.5092	49.643	53.3469	47.1104	47.2148	56.2083	58.9149	56.0208	56.2755	47.6285	57.6239	44.2644	64.5571	57.0497	64.3273	42.0419
Q56VL3	OCIAD2	17.6495	NA	NA	23.3657	26.6109	37.4052	NA	23.609	NA	36.1397	72.9586	30.3406	29.7036	17.2777	NA	20.0665	22.6156	26.2609	NA	NA	18.4263	33.3343	35.425	NA	24.6924	21.2571	176.65	28.0103	NA	NA	NA	30.8723	27.7858	NA	NA
Q587I9	SFT2D3	NA	NA	6.26408	NA	NA	NA	8.23801	NA	NA	NA	NA	NA	11.7772	NA	NA	NA	NA	NA	5.33898	NA	NA	NA	NA	NA	4.6142	11.6414	NA	14.3698	NA	NA	NA	16.4848	10.7089	14.3068	15.062
Q58FF6	HSP90AB4P	30.5592	29.8286	70.9615	157.243	35.6111	29.4356	NA	44.8511	NA	87.5619	125.303	35.6266	132.955	31.9174	68.0284	86.353	311.912	254.286	141.799	80.9353	104.642	91.0627	82.2234	44.9782	64.582	151.686	89.5375	NA	83.224	79.0765	94.7714	49.2224	83.8834	175.146	45.3968
Q58FG1	HSP90AA4P	65.8097	38.0189	NA	100.082	126.277	88.5538	94.5987	90.0476	NA	70.515	92.3945	NA	82.7445	NA	129.689	NA	76.7508	NA	76.2997	87.8158	NA	87.8892	63.3816	NA	NA	81.7357	117.911	152.284	NA	NA	NA	NA	32.6008	44.4434	108.32
Q59EK9	RUNDC3A	56.5401	50.1818	34.4877	40.5915	57.3699	46.7038	29.562	48.3974	46.5577	26.719	NA	51.6238	45.5466	NA	45.9059	50.7395	78.1746	77.9228	51.884	57.3322	53.2492	63.7409	44.071	45.0488	49.6324	56.0116	NA	40.299	NA	NA	22.9148	45.2937	36.9157	27.6839	NA
Q5BJD5	TMEM41B	35.3806	41.8432	20.0622	14.2074	21.9928	25.9148	18.4481	NA	31.134	20.7601	22.9397	12.5275	20.5136	27.1333	24.3888	15.0239	16.4946	NA	18.3951	15.31	20.0783	13.1395	15.8669	23.4256	21.4114	16.9423	32.0186	18.8813	21.895	20.3848	23.2646	22.5733	20.7574	21.0026	15.8534
Q5BJF2	TMEM97	88.4677	70.2297	59.7135	66.6804	101.603	81.344	89.3663	NA	113.523	NA	75.683	177.896	52.8994	58.2749	NA	53.6516	NA	63.9279	82.2053	72.0566	77.1268	57.3847	100.957	58.173	69.0728	106.957	238.825	159.368	92.3188	86.1484	180.556	143.539	119.006	135.786	238.399
Q5BJH2	TMEM128	31.9609	57.8702	31.6106	NA	60.74	42.6912	46.4339	44.8954	56.822	37.5039	NA	46.9686	NA	40.415	45.9268	NA	NA	NA	36.2039	NA	NA	NA	48.8045	39.5521	35.0408	41.8313	NA	58.8388	53.3977	NA	73.1872	77.3018	51.5983	45.8822	62.3557
Q5BJH7	YIF1B	49.1386	31.774	39.6105	39.8	38.982	32.7824	47.2995	37.0978	43.4388	62.386	36.2408	86.1255	56.028	62.091	58.9273	50.6984	32.7062	39.9938	45.0244	35.594	38.189	57.3635	61.1323	50.1139	49.8766	46.4233	42.4372	74.466	37.2066	50.3524	60.3298	20.1721	39.7942	44.139	36.9486
Q5BKT4;Q5I7T1	ALG10;ALG10B	34.4061	30.662	36.7597	NA	31.4855	32.1484	34.8725	21.2772	33.1121	NA	NA	NA	21.5208	28.7452	NA	NA	NA	NA	16.4601	NA	NA	13.6873	NA	NA	20.9475	NA	NA	40.0739	20.0109	NA	NA	31.1667	30.8143	27.3056	43.0001
Q5BKU9	OXLD1	NA	6.60681	18.2437	16.6875	NA	NA	NA	NA	14.0436	NA	NA	NA	9.8758	NA	NA	5.61352	7.44229	NA	NA	6.99665	NA	NA	NA	NA	5.41733	NA	NA	NA	NA	NA	NA	NA	10.0007	NA	NA
Q5BKZ1	ZNF326	15.5067	18.3682	6.01347	14.0826	14.4068	18.2528	20.6876	14.2859	NA	NA	8.36823	NA	12.1992	9.92044	7.32954	9.68587	11.4423	15.1718	8.88185	11.0684	8.03106	7.21467	NA	12.7726	16.433	11.3053	43.3459	35.6913	26.9836	25.4322	40.1726	46.8599	8.56917	20.9204	31.9958
Q5C9Z4	NOM1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.1556	NA	NA	NA	NA	NA	16.275	NA
Q5DX21	IGSF11	63.9473	52.7975	50.1454	75.0811	30.4474	26.1059	30.1939	48.413	46.325	23.4522	NA	NA	NA	NA	58.6104	40.8474	42.4331	44.5081	19.6724	30.7256	32.5869	26.4699	32.648	NA	46.3721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5EB52	MEST	74.1909	94.2636	27.6694	42.3697	110.342	64.32	46.0928	41.1432	122.379	23.9354	52.8719	65.6217	159.415	42.9831	35.9661	82.423	56.6072	43.989	33.1454	34.0442	29.2694	82.3081	61.0177	54.6327	88.4623	101.285	175.072	42.0148	230.649	104.716	66.1506	36.8386	39.5274	30.3593	89.4609
Q5EBL4	RILPL1	55.0313	53.9425	60.4652	46.8563	50.5947	44.8278	30.7274	46.7897	51.8213	64.3533	35.6227	38.7044	28.9309	38.684	58.6268	44.0388	45.4784	35.5006	41.4205	52.9651	44.7042	47.1392	57.4135	37.5584	49.9918	49.6868	58.3205	60.5576	49.9155	55.4802	71.3414	48.1689	48.6349	62.6907	56.6546
Q5EBL8	PDZD11	45.7872	36.1778	27.7901	52.0849	43.7871	37.6911	27.6724	77.9359	42.1588	39.1873	23.3546	NA	25.4658	31.1318	50.3309	13.0343	14.7526	17.1316	29.2187	45.6494	30.6141	30.3455	31.7542	20.4773	26.2145	19.8513	20.9858	24.0957	25.5043	12.7566	NA	NA	12.5222	27.6954	20.8849
Q5EBM0	CMPK2	73.1257	53.1396	53.7356	93.9147	NA	63.1463	83.4935	68.8124	77.1483	101.398	82.891	72.7627	118.259	129.079	120.214	57.1625	54.7166	66.9712	51.8461	81.612	72.6385	70.1395	85.7745	31.7583	65.9586	48.8518	27.8968	NA	66.6316	99.448	NA	NA	NA	41.8696	NA
Q5EG05	CARD16	NA	NA	NA	NA	NA	NA	6.86813	18.1808	NA	NA	16.6943	NA	10.7562	18.8974	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40.2511	NA	5.60796	NA	NA	NA	NA
Q5FWE3	PRRT3	31.3045	NA	27.443	46.8907	11.3328	38.11	47.7413	39.6862	23.2449	29.3053	41.6295	47.2826	34.1507	36.5193	51.5203	94.7928	111.763	95.0013	45.4405	64.4409	78.6972	80.5853	86.3118	74.2177	84.4414	57.0962	NA	36.4705	NA	38.8704	32.1301	NA	37.6266	17.9713	60.4932
Q5GH72	XKR7	36.0708	34.7343	NA	40.11	45.7188	40.2723	NA	NA	49.2308	NA	NA	NA	57.4711	NA	47.4817	35.9709	67.7135	NA	NA	NA	NA	NA	NA	49.4024	41.3014	63.9756	NA	48.99	42.4719	38.8286	40.2664	69.4001	43.8066	NA	60.8208
Q5GH76	XKR4	NA	NA	NA	NA	NA	NA	30.6298	NA	NA	NA	NA	NA	NA	NA	NA	8.96681	9.52099	NA	NA	NA	NA	4.88443	NA	15.6556	17.1143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5GJ75	TNFAIP8L3	NA	37.6903	NA	35.4626	NA	45.4903	52.6199	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.3873	NA	NA	NA	31.1496	41.4261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	35.1606	NA	54.9281
Q5GLZ8	HERC4	64.0245	60.3749	72.4794	70.1467	56.3923	74.7191	69.5433	75.1853	76.8086	73.1827	51.0549	57.9446	67.8336	62.2406	78.9587	76.034	74.1597	63.123	64.9917	61.0805	68.169	68.2588	66.8834	57.2004	68.1606	63.3346	50.7817	49.3704	69.8008	78.2958	76.7493	37.4752	57.9046	57.6391	61.6276
Q5H8A4	PIGG	71.0921	67.3227	50.8411	39.3169	50.8675	49.6984	28.2787	29.5432	54.9226	59.095	37.4879	37.2134	45.2941	26.7198	NA	NA	77.9326	NA	27.1834	29.9262	NA	NA	54.575	26.7573	48.5737	25.5384	NA	49.455	109.2	NA	74.7841	34.8555	NA	32.8369	NA
Q5H9E4	SLC25A53	40.5104	53.4535	54.9928	55.3279	47.5713	29.9352	23.083	48.9543	68.392	26.17	NA	NA	NA	46.5363	43.7707	NA	NA	NA	24.9724	29.339	30.8565	18.1992	16.3667	NA	27.9313	22.5051	NA	23.0349	NA	23.6505	NA	22.3562	35.1736	48.4417	NA
Q5H9L2	TCEAL5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.3379	NA	5.43622	NA	NA	NA	NA	7.25784	NA	NA	NA	12.8459	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5H9R7	PPP6R3	128.178	113.044	127.594	109.92	132.274	117.911	102.143	121.555	114.667	88.5625	113.799	95.8945	119.738	123.785	101.901	87.0939	82.5876	94.1339	92.83	120.56	108.887	93.7525	105.399	103.432	106.203	110.714	122.734	127.671	130.249	128.072	172.089	128.125	135.666	123.559	154.078
Q5HYA8	TMEM67	27.2733	NA	NA	21.9884	42.2829	31.2063	30.5562	58.8279	19.5582	NA	42.2478	NA	NA	41.8071	38.4307	NA	NA	NA	NA	NA	NA	NA	28.3856	NA	NA	14.6325	NA	NA	NA	NA	NA	NA	39.8924	NA	NA
Q5HYI7	MTX3	33.3877	42.393	50.6341	54.5092	64.6924	51.9098	23.3421	35.2431	68.248	20.879	43.4776	69.2902	32.5622	23.7154	59.6111	29.5868	37.0884	NA	35.681	51.6682	33.1644	32.2822	42.4098	36.8208	43.9516	32.1331	41.2431	56.1014	NA	50.8198	39.7004	42.627	42.1688	31.4806	50.1178
Q5HYI8	RABL3	339.176	372.915	332.022	1260.28	388.306	304.715	420.986	331.592	308.605	385.174	340.764	541.628	322.978	439.053	493.318	277.601	285.471	253.867	319.197	282.29	273.275	331.359	390.918	213.996	310.888	253.082	486.851	514.639	331.428	311.436	446.06	353.327	432.151	666.312	488.389
Q5HYJ3	FAM76B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.953	NA	NA	NA	16.7392	11.2285	13.1984	17.6026	NA
Q5HYK3	COQ5	70.3821	57.9343	83.8437	113.939	57.5639	60.3914	47.0567	84.5646	80.6219	52.7497	80.1242	69.0819	48.6103	47.3915	55.8666	59.6854	68.555	68.0971	62.0509	76.4579	100.474	41.6826	73.7165	51.9927	61.1952	62.0888	32.3775	50.5971	52.3029	53.7705	44.1812	44.103	58.0817	60.9048	34.1468
Q5IJ48	CRB2	NA	12.6844	NA	NA	26.2364	26.228	17.9084	22.3451	NA	33.8261	23.6947	19.986	25.2042	26.0579	52.2673	NA	7.11745	16.8015	9.9648	15.8994	6.85717	NA	36.8344	NA	5.63065	NA	NA	9.64605	39.691	NA	NA	NA	NA	22.3452	20.0824
Q5J8M3	EMC4	67.1611	62.3879	41.9896	30.8895	74.1039	65.7434	49.5089	46.2237	37.1345	60.4062	NA	44.6383	55.4415	50.252	38.6427	30.9858	45.6289	43.5562	44.5875	38.6057	40.4297	22.0593	60.793	NA	35.5105	39.8736	36.1124	79.0827	33.0876	36.4267	37.4868	65.656	42.2992	48.8283	58.396
Q5JPH6	EARS2	26.4311	30.3779	44.1573	50.8225	31.3897	30.9168	41.0619	42.7415	54.1237	28.6812	34.9369	NA	38.0558	40.0144	57.0577	65.3217	52.7225	39.1207	27.0377	29.468	68.1021	54.1324	45.1322	36.0375	55.2712	41.1837	34.171	50.6983	22.7384	45.6303	39.0604	29.9767	53.3404	33.4845	44.4968
Q5JQF8	PABPC1L2B	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.8474	21.5117	31.3046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5JRA6	MIA3	42.0968	43.9478	43.108	42.9268	39.0244	48.265	46.2743	48.4951	55.631	43.2928	52.1052	53.35	60.5881	40.7458	53.7384	30.5785	33.8105	37.4824	37.2387	38.631100000000004	37.8497	38.9202	38.345	29.847	40.3769	35.1522	68.6589	50.2032	63.2043	51.9281	50.7856	40.6422	46.102	48.8425	53.409
Q5JRX3	PITRM1	57.6659	88.2887	92.521	96.0611	69.8612	42.4997	58.1128	74.7506	75.8677	83.8821	89.4967	81.9258	79.6276	68.5786	69.2529	110.748	130.976	80.9534	60.9939	65.0642	117.835	86.4647	86.7706	71.6871	99.7222	67.4555	63.1256	97.4653	56.3401	71.4363	63.7332	58.9526	124.978	116.18	90.8288
Q5JS37	NHLRC3	29.238	22.7772	14.6655	NA	25.6446	21.5459	NA	NA	NA	15.7113	NA	43.5308	20.6772	NA	NA	NA	23.9402	NA	NA	NA	NA	15.01	NA	NA	20.4391	33.3302	NA	34.8804	59.58	NA	81.7977	26.6186	NA	23.659300000000002	28.2511
Q5JSH3	WDR44	58.7437	57.1721	71.7072	70.6071	58.1286	70.669	64.1376	76.2761	61.7691	103.459	83.8521	81.605	78.691	71.6113	90.4093	88.7051	83.0175	78.0315	82.6236	75.116	89.7666	84.3222	80.4222	76.9645	81.3597	69.5889	33.78	76.182	58.7942	73.4291	50.2782	45.1722	60.3909	62.0587	50.1689
Q5JTH9	RRP12	17.2063	23.6252	NA	20.8676	25.253	36.5083	12.8247	26.6609	43.4167	9.40958	NA	30.6659	28.6205	27.824	NA	15.1606	8.43085	20.0717	24.461	NA	22.2889	25.5632	NA	29.2722	16.967	18.352	32.1078	38.2035	36.4627	25.1162	32.0576	35.8207	26.8019	68.5685	52.2349
Q5JTJ3	COA6	28.7531	32.4379	42.4827	53.4949	43.1554	44.2803	45.6519	32.2148	46.4582	18.6754	75.3651	48.8302	47.173	34.4181	36.9652	51.6584	60.3372	57.7717	63.1696	67.004	90.9108	49.2755	75.7677	49.523	46.4626	48.1256	24.334	56.0521	28.8735	44.6495	24.6425	47.6708	40.4944	76.8573	35.5716
Q5JTV8	TOR1AIP1	103.12	92.8267	55.6788	44.1655	121.077	62.2219	72.9702	79.0912	109.451	56.8815	56.144	95.9172	58.828	69.3144	69.0268	42.2255	36.0983	35.2905	49.4612	43.0624	42.0783	38.2539	57.9235	44.1861	65.2722	63.8892	147.1	110.435	57.0692	68.9044	72.3321	85.2148	70.376	58.6062	82.5867
Q5JTZ9	AARS2	46.8749	58.6545	85.3739	79.618	83.5168	70.699	52.4651	67.7774	106.647	45.7893	NA	28.0193	56.9855	73.9205	70.5344	48.5956	46.2887	53.5148	47.4845	66.2958	80.1761	59.3657	64.5382	51.2037	65.6587	61.3085	66.5153	82.6706	30.8013	55.9751	38.9635	63.3632	88.0815	93.4532	40.7857
Q5JU69	TOR2A	65.7068	33.6887	38.3927	26.24	44.59	42.3875	47.6356	46.5919	NA	41.9378	29.7298	36.0435	35.3447	31.7304	39.7048	33.7532	46.2601	31.1429	32.1146	34.3185	36.2214	37.5971	29.0868	27.8971	46.203	44.5854	65.3068	45.259	54.9446	43.6645	45.8539	59.9021	66.0314	29.3385	29.4621
Q5JVF3	PCID2	15.0622	15.7217	11.1593	5.32348	9.95568	11.4359	9.38417	15.1417	NA	19.0527	NA	NA	15.374	15.6139	11.8812	6.35903	6.34809	4.52663	10.0555	5.07771	7.40356	10.9482	6.7399	8.4914	9.18461	11.3782	32.5357	14.7151	26.1146	15.9609	23.7169	14.2484	10.7756	15.445	20.3711
Q5JVS0	HABP4	25.8675	22.9726	28.2113	27.3976	29.0539	35.4857	28.9525	35.9405	NA	34.7201	33.4372	NA	38.3468	42.7117	36.9621	39.701	42.2195	32.068600000000004	37.1521	33.6303	30.4526	46.7643	48.0185	28.386	30.6921	37.6573	17.5955	NA	29.3124	40.2469	31.1657	35.8435	26.9054	34.8523	37.0807
Q5JWF2	GNAS	691.841	748.224	346.958	462.604	860.802	619.645	741.997	773.377	724.706	353.563	416.224	637.926	402.035	616.433	668.996	438.551	398.391	417.276	468.786	414.257	494.932	487.976	414.099	378.88	624.297	529.786	304.435	787.734	422.159	499.765	453.145	456.68	425.397	370.96	352.63
Q5K4L6	SLC27A3	NA	18.5604	NA	NA	NA	NA	32.6414	NA	19.7766	NA	45.4402	NA	27.7506	NA	NA	19.6536	NA	NA	18.0902	NA	NA	24.5235	15.9125	NA	NA	22.8858	73.166	39.7618	NA	NA	16.3887	36.2068	36.6181	NA	32.7707
Q5K651	SAMD9	16.8152	21.7716	NA	14.1816	14.9589	10.7584	24.2586	11.4692	NA	12.4801	NA	NA	14.6036	15.7208	26.1274	NA	NA	NA	NA	18.9262	5.24653	10.3398	NA	7.18239	NA	NA	30.791	9.93245	37.4128	16.3981	NA	19.8292	8.91968	NA	NA
Q5KSL6	DGKK	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5KU26	COLEC12	NA	11.8644	NA	16.9071	NA	NA	24.7217	NA	NA	32.9382	NA	20.4923	59.4205	34.578	27.3138	NA	NA	NA	NA	NA	21.0279	NA	9.56679	NA	16.7726	NA	NA	NA	35.9744	NA	NA	NA	5.31879	15.031	NA
